object_id,adres,klant_naam,huur_excl_btw,huur_incl_btw,voorschot_gwe_excl_btw,gwe_incl_btw,overige_kosten,totaal_excl_btw,totaal_incl_btw,verhuur_start,verhuur_eind,klant_email,klant_iban
0386,"Poolsestraat 29a","Light Personeelsdiensten",3250.0,3542.5,300.0,363.0,0.0,3550.0,3905.5,2025-11-01,2026-10-31,,
0170,"Goudestein 30","LogIQ Barendrecht B.V.",2350.0,2561.5,250.0,302.5,0.0,2600.0,2864.0,2025-09-11,2026-09-10,facturen0180@logiq.nl,
0202,"Kimbrenoord 15","LogIQ Barendrecht B.V.",2950.0,3215.5,300.0,363.0,0.0,3250.0,3578.5,2025-04-04,2026-07-03,facturen0180@logiq.nl,
0359,"Kimbrenoord 49","LogIQ Barendrecht B.V.",2500.0,2725.0,250.0,302.5,0.0,2750.0,3027.5,2025-04-04,2026-07-03,facturen0180@logiq.nl,
0356,"Akkerweg 41 [huis 36]","MNA Proud Facilities B.V.",2100.0,2289.0,250.0,302.5,0.0,2350.0,2591.5,2025-07-15,2027-07-14,Recep@prokonak.nl,"NL59 RABO 0366 0069 59"
0179,"Rooseveltlaan 185","N2people B.V.",3800.0,4142.0,300.0,363.0,0.0,4100.0,4505.0,2025-11-07,2026-05-06,invoice@n2people.nl,
0385,"Lavendelpad 6","OJP B.V.",4568.0,4979.12,0.0,0.0,0.0,4568.0,4979.12,2025-10-10,,rita.guimaraes@ojp.pt,"NL10 INGB 0674 8358 24"
0006,"Enschotsestraat 163","Optima Uitzendbureau B.V.",4575.0,4986.75,0.0,0.0,0.0,4575.0,4986.75,2025-06-21,2026-06-21,Financieel@optimauitzendburo.nl,
0332,"Kerkweg 9a [huis 340]","Orange Investments Group",3685.0,4016.65,350.0,423.5,85.0,4120.0,4525.15,2025-04-18,2026-04-17,,
0159,"Kastanjelaan 232","PRP Solutions Flex Sp. Z.O.O",2750.0,2997.5,250.0,302.5,0.0,3000.0,3300.0,2025-05-21,2026-03-20,costs@prpsolutions.eu,
0387,"Verschansing 21 ","RNDV Industries",4350.0,4741.5,350.0,423.5,0.0,4700.0,5165.0,2025-10-30,2026-03-31,laura.brackiene@rndv.eu,
0125,"Korte Singelstraat 21-3","S. Bakker OPH Verhuur",1700.0,1853.0,100.0,121.0,0.0,1800.0,1974.0,2026-01-09,2027-01-08,,"NL85 INGB 0102 8401 21"
0126,"Korte Singelstraat 21-2","S. Bakker OPH Verhuur",2500.0,2725.0,150.0,181.5,0.0,2650.0,2906.5,2026-01-09,2027-01-08,,"NL85 INGB 0102 8401 21"
0133,"Herenpad 20A","S. Bakker OPH Verhuur",1800.0,1962.0,100.0,121.0,0.0,1900.0,2083.0,2026-01-09,2027-01-08,,"NL85 INGB 0102 8401 21"
0217,"Middelrode 8","S. Bakker OPH Verhuur",2500.0,2725.0,250.0,302.5,0.0,2750.0,3027.5,2025-11-07,2026-05-06,,"NL85 INGB 0102 8401 21"
0219,"Miltonstraat 55","S. Bakker OPH Verhuur",1600.0,1744.0,150.0,181.5,0.0,1750.0,1925.5,2025-11-01,2026-04-30,,"NL85 INGB 0102 8401 21"
0388,"1e Middellandstraat 104A","S. Bakker OPH Verhuur",1800.0,1962.0,200.0,242.0,0.0,2000.0,2204.0,2025-10-31,2026-03-31,,"NL85 INGB 0102 8401 21"
0389,"Kritostraat 54","S. Bakker OPH Verhuur",2550.0,2779.5,200.0,242.0,0.0,2750.0,3021.5,2025-11-14,2026-03-31,,"NL85 INGB 0102 8401 21"
0397,"Boogertstraat 5A","S. Bakker OPH Verhuur",2815.0,3068.35,150.0,181.5,0.0,2965.0,3249.85,2026-01-01,2026-12-31,,"NL85 INGB 0102 8401 21"
0398,"Boogertstraat 7A","S. Bakker OPH Verhuur",2815.0,3068.35,150.0,181.5,0.0,2965.0,3249.85,2026-01-01,2026-12-31,,"NL85 INGB 0102 8401 21"
0138,Westercluft,Stay21,3675.0,4005.75,350.0,423.5,0.0,4025.0,4429.25,2025-10-10,2026-10-09,,
0143,"Willem Lodewijkstraat 8","Team Home Rentals B.V.",2200.0,2398.0,200.0,242.0,0.0,2400.0,2640.0,2025-05-08,,administratie@teamhomerentals.nl,"NL61 RABO 0330 2631 02"
0049,"Bornerbroeksestraat 129A","Team Unica B.V.",2600.0,2834.0,250.0,302.5,0.0,2850.0,3136.5,2025-11-21,2026-03-20,facturen@teamunica.nl,
0002,"Allard Piersonlaan 142","Tradiro Services B.V.",1416.85,1544.37,0.0,0.0,25.1,1441.95,1569.47,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0009,"Galgeweg 48-A","Tradiro Services B.V.",3643.5,3971.42,773.78,936.27,50.37,4467.65,4958.06,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0010,"Kethelweg 1B","Tradiro Services B.V.",1555.56,1695.56,0.0,0.0,0.0,1555.56,1695.56,2023-02-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0011,"Kethelweg 1C","Tradiro Services B.V.",1555.56,1695.56,0.0,0.0,0.0,1555.56,1695.56,2023-02-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0015,"Maasdijk 69 ","Tradiro Services B.V.",3400.0,3706.0,2470.8,2989.67,0.0,5870.8,6695.67,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0020,"Mr. Troelstrastraat 37","Tradiro Services B.V.",1555.56,1695.56,0.0,0.0,0.0,1555.56,1695.56,2023-02-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0021,"Vaartweg 106C","Tradiro Services B.V.",1666.67,1816.67,0.0,0.0,0.0,1666.67,1816.67,2023-02-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0025,"Groenelaan 30B","Tradiro Services B.V.",1430.0,1558.7,190.22,230.17,117.18,1737.4,1906.05,2025-05-30,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0025,"Groenelaan 30B","Tradiro Services B.V.",1100.0,1199.0,0.0,0.0,0.0,1100.0,1199.0,2023-02-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0027,"Buizerdstraat 210","Tradiro Services B.V.",1527.78,1665.28,0.0,0.0,0.0,1527.78,1665.28,2023-03-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0028,"Lange kruisweg 12","Tradiro Services B.V.",2666.67,2906.67,0.0,0.0,0.0,2666.67,2906.67,2023-03-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0030,"Curacaolaan 88","Tradiro Services B.V.",895.0,975.55,297.55,360.04,354.76,1547.31,1690.35,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0033,"Kethelweg 66C","Tradiro Services B.V.",2000.0,2180.0,0.0,0.0,0.0,2000.0,2180.0,2023-03-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0034,"Kethelweg 68A","Tradiro Services B.V.",2000.0,2180.0,0.0,0.0,0.0,2000.0,2180.0,2023-03-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0042,"Parallelweg 110A","Tradiro Services B.V.",2082.0,2269.38,0.0,0.0,22.82,2104.82,2292.2,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0057,"Markt 5 ","Tradiro Services B.V.",1715.6,1870.0,395.02,477.97,43.39,2154.01,2391.37,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0079,"Ploegstraat 2a","Tradiro Services B.V.",1734.98,1891.13,107.58,130.17,0.0,1842.56,2021.3,2024-06-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0080,"Voorstraat 25","Tradiro Services B.V.",2420.0,2637.8,250.0,302.5,0.0,2670.0,2940.3,2025-06-06,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0088,"Kethelweg 66A","Tradiro Services B.V.",2593.81,2827.25,151.41,183.21,0.0,2745.22,3010.46,2025-04-04,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0095,"Engelsestraat 16L3","Tradiro Services B.V.",1993.32,2172.72,58.43,70.7,25.1,2076.85,2268.52,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0097,"Burchstraat 16A","Tradiro Services B.V.",4000.0,4360.0,450.0,544.5,0.0,4450.0,4904.5,2025-07-25,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0103,"Narcissenstraat 23","Tradiro Services B.V.",1700.0,1853.0,250.0,302.5,24.3,1974.3,2179.8,2025-06-03,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0111,"Oosterstraat 89","Tradiro Services B.V.",1569.3,1710.54,315.48,381.73,0.0,1884.78,2092.27,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0120,"Plaats 10","Tradiro Services B.V.",2300.0,2507.0,250.0,302.5,0.0,2550.0,2809.5,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0133,"Herenpad 20A","Tradiro Services B.V.",2075.05,2261.8,234.76,284.06,0.0,2309.81,2545.86,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0134,"Herenpad 20 B","Tradiro Services B.V.",992.34,1081.65,0.0,0.0,0.0,992.34,1081.65,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0148,"2e Maasbosstraat 2 a","Tradiro Services B.V.",1570.24,1711.56,179.57,217.28,67.35,1817.16,1996.19,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0149,"2e Maasbosstraat 2 b","Tradiro Services B.V.",1570.24,1711.56,168.87,204.33,69.57,1808.68,1985.46,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0150,"2e Maasbosstraat 2 c","Tradiro Services B.V.",1475.31,1608.09,106.43,128.78,69.56,1651.3,1806.43,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0156,"Broersvest 74 c","Tradiro Services B.V.",2051.51,2236.15,165.62,200.4,69.56,2286.69,2506.11,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0160,"Chopinstraat 33C","Tradiro Services B.V.",1300.0,1417.0,230.16,278.49,25.1,1555.26,1720.59,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0162,"Coornhertstraat 95 ","Tradiro Services B.V.",1557.73,1697.93,223.96,270.99,25.1,1806.79,1994.02,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0163,"Curacaolaan 24","Tradiro Services B.V.",3269.0,3563.21,406.25,491.56,43.9,3719.15,4098.67,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0165,"De Driesprong 17","Tradiro Services B.V.",4140.0,4512.6,902.75,1092.33,50.37,5093.12,5655.3,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0170,"Goudestein 30","Tradiro Services B.V.",1327.0,1446.43,2374.49,2873.13,25.1,3726.59,4344.66,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0172,"Groeneweg 127","Tradiro Services B.V.",2650.0,2888.5,711.47,860.88,0.0,3361.47,3749.38,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0173,"Groeneweg 71 ","Tradiro Services B.V.",1850.0,2016.5,424.43,513.56,50.37,2324.8,2580.43,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0174,"Groeneweg 74","Tradiro Services B.V.",1916.0,2088.44,200.0,242.0,50.37,2166.37,2380.81,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0175,"Hagastraat 8","Tradiro Services B.V.",1451.23,1581.84,208.34,252.09,69.56,1729.13,1903.49,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0176,"Herautpad 22 ","Tradiro Services B.V.",1125.0,1226.25,116.38,140.82,67.35,1308.73,1434.42,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0177,"Hoge Noordweg 27B","Tradiro Services B.V.",2700.0,2943.0,1144.0,1384.24,53.72,3897.72,4380.96,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0178,"Hoge Noordweg 28","Tradiro Services B.V.",2800.0,3052.0,11040.15,13358.58,53.72,13893.87,16464.3,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0180,"Liesveld 100","Tradiro Services B.V.",1270.97,1385.36,336.51,407.18,24.3,1631.78,1816.83,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0183,"Hugo de Vriesstraat 54 ","Tradiro Services B.V.",895.0,975.55,189.37,229.14,325.1,1409.47,1529.79,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0184,"Mathenesserdijk 261 C03","Tradiro Services B.V.",1545.73,1684.85,0.0,0.0,0.0,1545.73,1684.85,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0186,"Woutersweg 20","Tradiro Services B.V.",2600.0,2834.0,1888.57,2285.17,27.44,4516.01,5146.61,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0191,"Jan van Arkelstraat 118","Tradiro Services B.V.",895.0,975.55,203.11,245.76,210.1,1308.21,1431.41,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0193,"Kapershoek 11","Tradiro Services B.V.",1400.53,1526.58,190.11,230.03,25.1,1615.74,1781.71,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0194,"Keesomstraat 22","Tradiro Services B.V.",2336.0,2546.24,971.97,1176.08,43.11,3351.08,3765.43,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0195,"Keesomstraat 50 ","Tradiro Services B.V.",895.0,975.55,236.33,285.96,230.45,1361.78,1491.96,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0196,"Keesomstraat 54","Tradiro Services B.V.",1405.0,1531.45,276.32,334.35,25.1,1706.42,1890.9,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0199,"Kerstendijk 125","Tradiro Services B.V.",1200.0,1308.0,519.95,629.14,25.1,1745.05,1962.24,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0205,"Kreekrug 1","Tradiro Services B.V.",4800.0,5232.0,475.0,574.75,0.0,5275.0,5806.75,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0206,"Kruiningenstraat 152","Tradiro Services B.V.",1552.05,1691.73,240.59,291.11,25.1,1817.74,2007.95,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0207,"Kwikstaartweg 45","Tradiro Services B.V.",1970.0,2147.3,350.03,423.54,30.0,2350.03,2600.84,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0208,"Mr. L.A. Kesperweg 31A","Tradiro Services B.V.",895.0,975.55,189.37,229.14,211.44,1295.81,1416.13,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0210,"Lorentzstraat 73","Tradiro Services B.V.",1865.5,2033.4,345.28,417.79,25.2,2235.98,2476.38,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0213,"Mr. Troelstrastraat 11","Tradiro Services B.V.",895.0,975.55,283.56,343.11,175.1,1353.66,1493.76,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0214,"Mendelssohnplein 13D","Tradiro Services B.V.",2801.0,3053.09,96.38,116.62,43.9,2941.28,3213.61,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0215,"Mendelssohnplein 10C","Tradiro Services B.V.",2801.0,3053.09,75.67,91.56,43.9,2920.57,3188.55,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0216,"Mendelssohnplein 46a","Tradiro Services B.V.",1561.5,1702.04,569.98,689.68,35.0,2166.48,2426.71,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0217,"Middelrode 8","Tradiro Services B.V.",1400.53,1526.58,91.33,110.51,25.1,1516.96,1662.19,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0219,"Miltonstraat 55","Tradiro Services B.V.",1345.37,1466.45,88.84,107.5,25.1,1459.31,1599.05,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0221,"Molenstraat 10","Tradiro Services B.V.",2088.66,2276.64,1600.0,1936.0,72.57,3761.23,4285.21,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0222,"Molenstraat 23","Tradiro Services B.V.",1282.51,1397.94,477.68,577.99,43.39,1803.58,2019.32,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0227,"Oostlaan 3 ","Tradiro Services B.V.",2561.5,2792.04,463.53,560.87,0.0,3025.03,3352.91,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0228,"Parallelweg 122A ","Tradiro Services B.V.",895.0,975.55,381.26,461.32,135.1,1411.36,1571.97,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0229,"Parallelweg 98B","Tradiro Services B.V.",1397.0,1522.73,167.62,202.82,25.1,1589.72,1750.65,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0230,"Pasteursingel 61","Tradiro Services B.V.",1776.0,1935.84,450.0,544.5,25.1,2251.1,2505.44,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0231,"Platostraat 80","Tradiro Services B.V.",1200.0,1308.0,266.32,322.25,25.1,1491.42,1655.35,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0232,"Zuidhoek 209D","Tradiro Services B.V.",1872.0,2040.48,95.6,115.68,25.1,1992.7,2181.26,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0233,"Rembrandtstraat 20B","Tradiro Services B.V.",1603.14,1747.42,2877.7,3482.02,43.39,4524.23,5272.83,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0234,"Rotterdamsedijk 154B","Tradiro Services B.V.",895.0,975.55,452.17,547.13,119.57,1466.74,1642.25,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0235,"Rubensplein 3 B","Tradiro Services B.V.",895.0,975.55,117.03,141.61,69.56,1081.59,1186.72,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0236,"Schalkeroord 389","Tradiro Services B.V.",1623.9,1770.05,462.0,559.02,165.21,2251.11,2494.28,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0237,"Schere 238","Tradiro Services B.V.",1345.37,1466.45,43.23,52.31,24.3,1412.9,1543.06,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0238,"Van der Werffstraat 370 ","Tradiro Services B.V.",895.0,975.55,231.94,280.65,751.36,1878.3,2007.56,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0239,"Schoonegge 110","Tradiro Services B.V.",1327.0,1446.43,5320.3,6437.56,25.1,6672.4,7909.09,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0241,"van der Werffstraat 166","Tradiro Services B.V.",1250.0,1362.5,35.88,43.41,25.1,1310.98,1431.01,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0242,"Sint Liduinastraat 76 A","Tradiro Services B.V.",900.0,981.0,332.77,402.65,69.56,1302.33,1453.21,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0243,"Sint Liduinastraat 80A","Tradiro Services B.V.",4216.22,4595.68,334.43,404.66,69.57,4620.22,5069.91,2025-01-01,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
0245,"van der Werffstraat 240","Tradiro Services B.V.",895.0,975.55,186.36,225.5,211.0,1292.36,1412.05,2026-01-14,,facturen@tradiro.nl,"NL05 RABO 0154 0739 89"
